,ResNet50,Label
4552,[0.00685142 0.         0.         ... 0.0085654  0.         0.        ],Cats
4553,[0.         0.         0.         ... 0.         0.00091559 0.        ],Cats
4554,[0. 0. 0. ... 0. 0. 0.],Dogs
4555,[0. 0. 0. ... 0. 0. 0.],Cats
4556,[0.         0.         0.         ... 0.00444436 0.         0.        ],Cats
4557,[0. 0. 0. ... 0. 0. 0.],Cats
4558,[0. 0. 0. ... 0. 0. 0.],Dogs
4559,[0. 0. 0. ... 0. 0. 0.],Dogs
4560,[0. 0. 0. ... 0. 0. 0.],Dogs
4561,[0. 0. 0. ... 0. 0. 0.],Dogs
4562,[0.        0.        0.        ... 0.0050075 0.        0.       ],Cats
4563,[0. 0. 0. ... 0. 0. 0.],Cats
4564,[0. 0. 0. ... 0. 0. 0.],Dogs
4565,[0.         0.00022632 0.         ... 0.0041163  0.         0.        ],Cats
4566,[0. 0. 0. ... 0. 0. 0.],Cats
4567,[0. 0. 0. ... 0. 0. 0.],Cats
4568,[0.         0.         0.         ... 0.00211464 0.         0.        ],Dogs
4569,[0.         0.         0.         ... 0.01259042 0.         0.00194544],Cats
4570,[0.         0.00469004 0.         ... 0.         0.         0.        ],Cats
4571,[0.         0.         0.         ... 0.         0.         0.00496897],Cats
4572,[0. 0. 0. ... 0. 0. 0.],Cats
4573,[0.         0.         0.         ... 0.         0.         0.00072378],Cats
4574,[0.         0.00024443 0.01252529 ... 0.         0.         0.        ],Cats
4575,[0.         0.         0.         ... 0.         0.00060912 0.        ],Dogs
4576,[0. 0. 0. ... 0. 0. 0.],Dogs
4577,[0. 0. 0. ... 0. 0. 0.],Cats
4578,[0.00209616 0.         0.         ... 0.         0.         0.        ],Cats
4579,[0.         0.         0.         ... 0.01625995 0.         0.        ],Dogs
4580,[0. 0. 0. ... 0. 0. 0.],Cats
4581,[0.         0.         0.         ... 0.         0.00261024 0.        ],Cats
4582,[0. 0. 0. ... 0. 0. 0.],Cats
4583,[0. 0. 0. ... 0. 0. 0.],Cats
4584,[0. 0. 0. ... 0. 0. 0.],Cats
4585,[0.         0.         0.         ... 0.01343328 0.         0.        ],Dogs
4586,[0.         0.         0.         ... 0.         0.         0.00576156],Cats
4587,[0.         0.         0.         ... 0.00854153 0.         0.        ],Dogs
4588,"[5.07852113e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Dogs
4589,[0.         0.         0.         ... 0.00346724 0.         0.        ],Cats
4590,[0.         0.         0.         ... 0.00993101 0.         0.        ],Cats
4591,[0. 0. 0. ... 0. 0. 0.],Dogs
4592,[0.         0.         0.         ... 0.00160925 0.01738373 0.        ],Dogs
4593,[0. 0. 0. ... 0. 0. 0.],Dogs
4594,[0. 0. 0. ... 0. 0. 0.],Cats
4595,[0.         0.         0.         ... 0.00941637 0.         0.        ],Cats
4596,[0. 0. 0. ... 0. 0. 0.],Dogs
4597,[0.        0.        0.        ... 0.0018176 0.        0.       ],Cats
4598,[0.         0.         0.         ... 0.00027808 0.         0.        ],Cats
4599,[0. 0. 0. ... 0. 0. 0.],Cats
4600,[0.         0.00178295 0.         ... 0.         0.         0.        ],Cats
4601,[0. 0. 0. ... 0. 0. 0.],Dogs
4602,[0. 0. 0. ... 0. 0. 0.],Dogs
4603,[0. 0. 0. ... 0. 0. 0.],Cats
4604,[0. 0. 0. ... 0. 0. 0.],Cats
4605,[0. 0. 0. ... 0. 0. 0.],Cats
4606,[0. 0. 0. ... 0. 0. 0.],Dogs
4607,[0. 0. 0. ... 0. 0. 0.],Cats
4608,[0. 0. 0. ... 0. 0. 0.],Dogs
4609,[0. 0. 0. ... 0. 0. 0.],Cats
4610,[0.         0.         0.         ... 0.01314206 0.         0.        ],Cats
4611,[0. 0. 0. ... 0. 0. 0.],Cats
4612,[0. 0. 0. ... 0. 0. 0.],Cats
4613,[0. 0. 0. ... 0. 0. 0.],Dogs
4614,[0. 0. 0. ... 0. 0. 0.],Dogs
4615,[0. 0. 0. ... 0. 0. 0.],Cats
4616,[0. 0. 0. ... 0. 0. 0.],Dogs
4617,[0.         0.0026055  0.         ... 0.00449006 0.         0.        ],Dogs
4618,[0.         0.         0.         ... 0.         0.         0.00075616],Cats
4619,[0. 0. 0. ... 0. 0. 0.],Dogs
4620,[0.         0.         0.         ... 0.00101664 0.         0.        ],Dogs
4621,[0.         0.00579463 0.         ... 0.         0.         0.        ],Cats
4622,[0. 0. 0. ... 0. 0. 0.],Dogs
4623,[0.         0.         0.         ... 0.         0.01611111 0.        ],Cats
4624,[0.         0.         0.         ... 0.00552745 0.00181687 0.        ],Dogs
4625,[0. 0. 0. ... 0. 0. 0.],Cats
4626,[0. 0. 0. ... 0. 0. 0.],Dogs
4627,[0.         0.         0.         ... 0.         0.00951554 0.        ],Cats
4628,[0.         0.00010983 0.         ... 0.         0.         0.00284227],Cats
4629,[0.         0.         0.         ... 0.         0.         0.00140691],Dogs
4630,[0.         0.         0.         ... 0.00309035 0.         0.00782457],Dogs
4631,[0.00142471 0.         0.         ... 0.         0.         0.        ],Cats
4632,[0. 0. 0. ... 0. 0. 0.],Cats
4633,[0. 0. 0. ... 0. 0. 0.],Cats
4634,[0.         0.         0.         ... 0.         0.         0.01316713],Cats
4635,[0. 0. 0. ... 0. 0. 0.],Dogs
4636,[0.         0.         0.         ... 0.01399243 0.         0.        ],Cats
4637,[0. 0. 0. ... 0. 0. 0.],Dogs
4638,[0. 0. 0. ... 0. 0. 0.],Dogs
4639,[0. 0. 0. ... 0. 0. 0.],Dogs
4640,[0.         0.00378776 0.         ... 0.         0.         0.        ],Dogs
4641,[0. 0. 0. ... 0. 0. 0.],Cats
4642,[0. 0. 0. ... 0. 0. 0.],Cats
4643,[0.         0.         0.         ... 0.00300689 0.         0.        ],Cats
4644,[0.         0.         0.         ... 0.00142629 0.         0.        ],Dogs
4645,[0.         0.00451094 0.         ... 0.         0.         0.        ],Dogs
4646,[0. 0. 0. ... 0. 0. 0.],Cats
4647,[0.         0.         0.         ... 0.         0.         0.00154146],Cats
4648,[0. 0. 0. ... 0. 0. 0.],Cats
4649,[0.         0.         0.         ... 0.         0.00037363 0.        ],Dogs
4650,[0.         0.         0.         ... 0.00031286 0.         0.        ],Dogs
4651,[0.         0.00143781 0.         ... 0.         0.00114782 0.        ],Dogs
4652,[0. 0. 0. ... 0. 0. 0.],Dogs
4653,[0.         0.00046783 0.         ... 0.         0.         0.        ],Cats
4654,[0. 0. 0. ... 0. 0. 0.],Dogs
4655,[0. 0. 0. ... 0. 0. 0.],Dogs
4656,[0. 0. 0. ... 0. 0. 0.],Dogs
4657,[0.0050805 0.        0.        ... 0.        0.        0.       ],Cats
4658,[0. 0. 0. ... 0. 0. 0.],Cats
4659,[0. 0. 0. ... 0. 0. 0.],Dogs
4660,[0. 0. 0. ... 0. 0. 0.],Dogs
4661,[0. 0. 0. ... 0. 0. 0.],Cats
4662,[0. 0. 0. ... 0. 0. 0.],Dogs
4663,[0. 0. 0. ... 0. 0. 0.],Dogs
4664,[0.         0.00105482 0.         ... 0.         0.         0.        ],Dogs
4665,[0. 0. 0. ... 0. 0. 0.],Dogs
4666,[0. 0. 0. ... 0. 0. 0.],Dogs
4667,[0. 0. 0. ... 0. 0. 0.],Cats
4668,[0.         0.00537227 0.         ... 0.         0.         0.        ],Cats
4669,[0.         0.         0.         ... 0.01126756 0.         0.        ],Dogs
4670,[0. 0. 0. ... 0. 0. 0.],Cats
4671,[0.         0.         0.         ... 0.00143258 0.         0.        ],Dogs
4672,[0. 0. 0. ... 0. 0. 0.],Dogs
4673,[0. 0. 0. ... 0. 0. 0.],Cats
4674,[0. 0. 0. ... 0. 0. 0.],Dogs
4675,[0. 0. 0. ... 0. 0. 0.],Dogs
4676,[0. 0. 0. ... 0. 0. 0.],Dogs
4677,[0. 0. 0. ... 0. 0. 0.],Cats
4678,[0. 0. 0. ... 0. 0. 0.],Dogs
4679,[0.00074306 0.         0.         ... 0.         0.         0.        ],Dogs
4680,[0.         0.         0.         ... 0.00129988 0.00052591 0.00691096],Dogs
4681,[0. 0. 0. ... 0. 0. 0.],Dogs
4682,[0.         0.         0.         ... 0.00456655 0.         0.        ],Dogs
4683,[0. 0. 0. ... 0. 0. 0.],Cats
4684,[0. 0. 0. ... 0. 0. 0.],Dogs
4685,[0.00111229 0.         0.         ... 0.         0.01754298 0.        ],Dogs
4686,[0.         0.         0.         ... 0.00338413 0.         0.        ],Dogs
4687,[0.         0.00187543 0.         ... 0.         0.         0.        ],Dogs
4688,[0. 0. 0. ... 0. 0. 0.],Cats
4689,[0.         0.         0.         ... 0.         0.00270346 0.00452448],Cats
4690,[0. 0. 0. ... 0. 0. 0.],Cats
4691,[0.         0.00417153 0.         ... 0.         0.         0.        ],Cats
4692,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 6.90887891e-05 0.00000000e+00]",Dogs
4693,[0. 0. 0. ... 0. 0. 0.],Dogs
4694,[0. 0. 0. ... 0. 0. 0.],Cats
4695,[0. 0. 0. ... 0. 0. 0.],Cats
4696,[0. 0. 0. ... 0. 0. 0.],Dogs
4697,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 1.98325305e-05]",Cats
4698,[0. 0. 0. ... 0. 0. 0.],Cats
4699,[0. 0. 0. ... 0. 0. 0.],Dogs
4700,[0. 0. 0. ... 0. 0. 0.],Dogs
4701,[0. 0. 0. ... 0. 0. 0.],Cats
4702,[0.         0.         0.         ... 0.00222911 0.         0.        ],Cats
4703,[0.         0.         0.00240574 ... 0.         0.         0.00208424],Cats
4704,"[0.00000000e+00 3.13210992e-06 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Dogs
4705,[0. 0. 0. ... 0. 0. 0.],Dogs
4706,[0. 0. 0. ... 0. 0. 0.],Dogs
4707,[0.         0.00902286 0.         ... 0.         0.         0.        ],Cats
4708,[0.         0.         0.         ... 0.         0.         0.00525876],Cats
4709,[0. 0. 0. ... 0. 0. 0.],Cats
4710,[0.         0.         0.         ... 0.00158095 0.         0.        ],Cats
4711,[0. 0. 0. ... 0. 0. 0.],Cats
4712,[0.         0.         0.         ... 0.00345805 0.         0.        ],Dogs
4713,[0. 0. 0. ... 0. 0. 0.],Cats
4714,[0. 0. 0. ... 0. 0. 0.],Dogs
4715,[0. 0. 0. ... 0. 0. 0.],Dogs
4716,[0. 0. 0. ... 0. 0. 0.],Dogs
4717,[0.         0.00072176 0.         ... 0.00966812 0.         0.        ],Dogs
4718,[0.         0.         0.         ... 0.00042367 0.         0.        ],Cats
4719,[0. 0. 0. ... 0. 0. 0.],Dogs
4720,[0. 0. 0. ... 0. 0. 0.],Dogs
4721,[0. 0. 0. ... 0. 0. 0.],Dogs
4722,[0. 0. 0. ... 0. 0. 0.],Cats
4723,[0.0028219  0.         0.         ... 0.         0.         0.00520866],Dogs
4724,[0. 0. 0. ... 0. 0. 0.],Dogs
4725,[0. 0. 0. ... 0. 0. 0.],Dogs
4726,[0. 0. 0. ... 0. 0. 0.],Dogs
4727,[0.         0.         0.         ... 0.00116859 0.         0.00082183],Dogs
4728,[0. 0. 0. ... 0. 0. 0.],Cats
4729,[0. 0. 0. ... 0. 0. 0.],Dogs
4730,[0.        0.        0.        ... 0.        0.        0.0001708],Cats
4731,[0.         0.         0.         ... 0.         0.         0.02307534],Dogs
4732,[0.0003024  0.         0.         ... 0.00353085 0.         0.        ],Cats
4733,[0.0034885  0.         0.         ... 0.         0.00617064 0.        ],Dogs
4734,[0. 0. 0. ... 0. 0. 0.],Dogs
4735,[0.         0.00900973 0.         ... 0.         0.         0.        ],Cats
4736,[0. 0. 0. ... 0. 0. 0.],Dogs
4737,[0.         0.         0.         ... 0.00906466 0.         0.        ],Cats
4738,[0. 0. 0. ... 0. 0. 0.],Dogs
4739,[0. 0. 0. ... 0. 0. 0.],Cats
4740,[0. 0. 0. ... 0. 0. 0.],Cats
4741,[0. 0. 0. ... 0. 0. 0.],Cats
4742,[0.         0.         0.         ... 0.00052946 0.         0.        ],Dogs
4743,[0. 0. 0. ... 0. 0. 0.],Dogs
4744,[0.         0.         0.         ... 0.00125714 0.         0.        ],Dogs
4745,[0. 0. 0. ... 0. 0. 0.],Dogs
4746,[0. 0. 0. ... 0. 0. 0.],Dogs
4747,[0.         0.00185468 0.         ... 0.         0.         0.        ],Dogs
4748,[0. 0. 0. ... 0. 0. 0.],Dogs
4749,[0.00022389 0.         0.         ... 0.         0.         0.        ],Cats
4750,[0.         0.         0.         ... 0.         0.         0.00060026],Cats
4751,[0.         0.         0.         ... 0.         0.00035047 0.        ],Cats
4752,[0. 0. 0. ... 0. 0. 0.],Dogs
4753,[0. 0. 0. ... 0. 0. 0.],Cats
4754,[0. 0. 0. ... 0. 0. 0.],Cats
4755,[0. 0. 0. ... 0. 0. 0.],Cats
4756,[0.         0.         0.         ... 0.00026264 0.         0.        ],Cats
4757,[0. 0. 0. ... 0. 0. 0.],Cats
4758,[0. 0. 0. ... 0. 0. 0.],Cats
4759,[0. 0. 0. ... 0. 0. 0.],Cats
4760,[0. 0. 0. ... 0. 0. 0.],Dogs
4761,[0.         0.         0.         ... 0.00477289 0.         0.        ],Cats
4762,[0.         0.         0.         ... 0.         0.00672643 0.        ],Cats
4763,[0. 0. 0. ... 0. 0. 0.],Dogs
4764,[0. 0. 0. ... 0. 0. 0.],Cats
4765,[0.         0.         0.         ... 0.         0.00974621 0.        ],Dogs
4766,[0.         0.         0.         ... 0.00234557 0.         0.        ],Cats
4767,[0. 0. 0. ... 0. 0. 0.],Dogs
4768,[0. 0. 0. ... 0. 0. 0.],Dogs
4769,[0.         0.         0.         ... 0.         0.         0.00398469],Cats
4770,[0.         0.         0.         ... 0.00796603 0.         0.        ],Cats
4771,[0.         0.         0.         ... 0.00113672 0.         0.        ],Cats
4772,[0. 0. 0. ... 0. 0. 0.],Cats
4773,[0.         0.         0.         ... 0.         0.         0.01233705],Cats
4774,[0. 0. 0. ... 0. 0. 0.],Dogs
4775,[0. 0. 0. ... 0. 0. 0.],Cats
4776,[0. 0. 0. ... 0. 0. 0.],Dogs
4777,[0.         0.         0.         ... 0.         0.         0.01559236],Cats
4778,[0. 0. 0. ... 0. 0. 0.],Cats
4779,[0. 0. 0. ... 0. 0. 0.],Cats
4780,[0. 0. 0. ... 0. 0. 0.],Cats
4781,"[0.00000000e+00 2.08402991e-05 0.00000000e+00 ... 6.37059528e-05
 0.00000000e+00 0.00000000e+00]",Dogs
4782,[0.         0.00266565 0.         ... 0.         0.         0.        ],Cats
4783,[0. 0. 0. ... 0. 0. 0.],Dogs
4784,[0. 0. 0. ... 0. 0. 0.],Cats
4785,"[1.79082211e-03 9.04620105e-05 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Cats
4786,[0. 0. 0. ... 0. 0. 0.],Dogs
4787,[0. 0. 0. ... 0. 0. 0.],Dogs
4788,[0. 0. 0. ... 0. 0. 0.],Cats
4789,[0. 0. 0. ... 0. 0. 0.],Cats
4790,[0.         0.         0.         ... 0.01360994 0.         0.        ],Dogs
4791,[0. 0. 0. ... 0. 0. 0.],Dogs
4792,[0.001745 0.       0.       ... 0.       0.       0.      ],Dogs
4793,[0.         0.         0.         ... 0.         0.         0.00727569],Dogs
4794,[0.         0.00312941 0.         ... 0.         0.00378762 0.        ],Cats
4795,[0.         0.00072451 0.         ... 0.         0.         0.        ],Dogs
4796,[0.        0.        0.        ... 0.0032574 0.        0.       ],Dogs
4797,[0.00564252 0.         0.         ... 0.         0.         0.        ],Dogs
4798,[0.         0.00120584 0.         ... 0.00022173 0.00408773 0.00860262],Cats
4799,[0. 0. 0. ... 0. 0. 0.],Cats
4800,[0.         0.         0.         ... 0.00551719 0.         0.        ],Dogs
4801,[0. 0. 0. ... 0. 0. 0.],Dogs
4802,[0. 0. 0. ... 0. 0. 0.],Dogs
4803,[0. 0. 0. ... 0. 0. 0.],Cats
4804,[0. 0. 0. ... 0. 0. 0.],Cats
4805,[0. 0. 0. ... 0. 0. 0.],Cats
4806,[0. 0. 0. ... 0. 0. 0.],Dogs
4807,[0. 0. 0. ... 0. 0. 0.],Dogs
4808,[0. 0. 0. ... 0. 0. 0.],Cats
4809,[0. 0. 0. ... 0. 0. 0.],Cats
4810,[0. 0. 0. ... 0. 0. 0.],Cats
4811,[0. 0. 0. ... 0. 0. 0.],Dogs
4812,[0. 0. 0. ... 0. 0. 0.],Cats
4813,[0.        0.        0.        ... 0.        0.        0.0007906],Dogs
4814,[0.         0.         0.00325522 ... 0.         0.         0.        ],Cats
4815,[0.         0.         0.         ... 0.         0.         0.00055791],Cats
4816,[0. 0. 0. ... 0. 0. 0.],Dogs
4817,[0. 0. 0. ... 0. 0. 0.],Dogs
4818,[0. 0. 0. ... 0. 0. 0.],Cats
4819,[0. 0. 0. ... 0. 0. 0.],Cats
4820,[0. 0. 0. ... 0. 0. 0.],Cats
4821,[0. 0. 0. ... 0. 0. 0.],Cats
4822,[0.         0.         0.         ... 0.         0.00021793 0.        ],Dogs
4823,[0.00575789 0.00032419 0.         ... 0.         0.         0.        ],Dogs
4824,[0. 0. 0. ... 0. 0. 0.],Dogs
4825,[0.00268415 0.         0.         ... 0.         0.00554887 0.        ],Dogs
4826,[0. 0. 0. ... 0. 0. 0.],Cats
4827,[0. 0. 0. ... 0. 0. 0.],Dogs
4828,[0.         0.         0.         ... 0.00798894 0.00030819 0.        ],Cats
4829,[0. 0. 0. ... 0. 0. 0.],Dogs
4830,[0. 0. 0. ... 0. 0. 0.],Dogs
4831,[0. 0. 0. ... 0. 0. 0.],Dogs
4832,[0.00035149 0.         0.         ... 0.         0.         0.        ],Cats
4833,[0.         0.         0.         ... 0.00426038 0.         0.        ],Cats
4834,[0.0007458  0.         0.         ... 0.03013958 0.         0.        ],Dogs
4835,[0. 0. 0. ... 0. 0. 0.],Cats
4836,[0.         0.         0.         ... 0.         0.00312113 0.        ],Dogs
4837,[0. 0. 0. ... 0. 0. 0.],Cats
4838,[0. 0. 0. ... 0. 0. 0.],Cats
4839,[0.         0.         0.         ... 0.00505809 0.         0.        ],Cats
4840,[0. 0. 0. ... 0. 0. 0.],Cats
4841,[0. 0. 0. ... 0. 0. 0.],Dogs
4842,[0. 0. 0. ... 0. 0. 0.],Dogs
4843,[0.         0.         0.         ... 0.0035806  0.00102692 0.        ],Dogs
4844,[0.00646835 0.         0.         ... 0.         0.         0.        ],Dogs
4845,[0. 0. 0. ... 0. 0. 0.],Dogs
4846,[0.         0.00523101 0.         ... 0.         0.         0.        ],Dogs
4847,[0. 0. 0. ... 0. 0. 0.],Dogs
4848,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 3.30536625e-05 0.00000000e+00]",Cats
4849,[0. 0. 0. ... 0. 0. 0.],Dogs
4850,[0.         0.         0.         ... 0.00250271 0.         0.        ],Cats
4851,[0.       0.       0.       ... 0.       0.000258 0.      ],Cats
4852,[0. 0. 0. ... 0. 0. 0.],Cats
4853,[0. 0. 0. ... 0. 0. 0.],Cats
4854,[0. 0. 0. ... 0. 0. 0.],Dogs
4855,[0.         0.         0.         ... 0.         0.         0.00281093],Cats
4856,[0.         0.00650161 0.         ... 0.         0.         0.        ],Dogs
4857,[0. 0. 0. ... 0. 0. 0.],Cats
4858,[0.         0.00650279 0.         ... 0.         0.         0.        ],Dogs
4859,[0.         0.         0.         ... 0.02063112 0.         0.        ],Dogs
4860,[0.         0.00298712 0.01004743 ... 0.         0.         0.        ],Cats
4861,[0.         0.         0.         ... 0.         0.         0.00621932],Cats
4862,[0. 0. 0. ... 0. 0. 0.],Cats
4863,[0. 0. 0. ... 0. 0. 0.],Cats
4864,[0. 0. 0. ... 0. 0. 0.],Cats
4865,[0.00135472 0.         0.         ... 0.         0.         0.        ],Cats
4866,[0. 0. 0. ... 0. 0. 0.],Cats
4867,[0.         0.         0.         ... 0.         0.         0.00271705],Dogs
4868,[0. 0. 0. ... 0. 0. 0.],Cats
4869,[0. 0. 0. ... 0. 0. 0.],Dogs
4870,[0.         0.00094299 0.         ... 0.         0.         0.00039786],Dogs
4871,[0. 0. 0. ... 0. 0. 0.],Dogs
4872,[0. 0. 0. ... 0. 0. 0.],Dogs
4873,[0. 0. 0. ... 0. 0. 0.],Dogs
4874,[0.         0.00039914 0.         ... 0.         0.         0.        ],Dogs
4875,[0. 0. 0. ... 0. 0. 0.],Cats
4876,[0.         0.         0.         ... 0.00337324 0.         0.0151459 ],Cats
4877,[0. 0. 0. ... 0. 0. 0.],Dogs
4878,[0.         0.         0.         ... 0.00330876 0.         0.        ],Cats
4879,[0. 0. 0. ... 0. 0. 0.],Dogs
4880,[0. 0. 0. ... 0. 0. 0.],Dogs
4881,[0.         0.         0.         ... 0.         0.         0.00826224],Cats
4882,[0.         0.         0.         ... 0.00667922 0.00298961 0.        ],Dogs
4883,[0. 0. 0. ... 0. 0. 0.],Cats
4884,[0. 0. 0. ... 0. 0. 0.],Cats
4885,[0. 0. 0. ... 0. 0. 0.],Cats
4886,[0. 0. 0. ... 0. 0. 0.],Dogs
4887,[0.         0.         0.         ... 0.03758374 0.         0.        ],Cats
4888,[0.        0.        0.        ... 0.        0.        0.0023988],Cats
4889,[0.         0.         0.00343168 ... 0.         0.         0.        ],Dogs
4890,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 4.81214758e-09
 0.00000000e+00 0.00000000e+00]",Dogs
4891,[0.         0.         0.         ... 0.01788925 0.         0.        ],Dogs
4892,[0. 0. 0. ... 0. 0. 0.],Dogs
4893,[0.         0.         0.         ... 0.02512388 0.         0.        ],Dogs
4894,[0.         0.         0.         ... 0.         0.00049371 0.        ],Cats
4895,[0. 0. 0. ... 0. 0. 0.],Dogs
4896,[0.         0.         0.         ... 0.00484168 0.         0.        ],Dogs
4897,[0. 0. 0. ... 0. 0. 0.],Dogs
4898,[0. 0. 0. ... 0. 0. 0.],Dogs
4899,[0.00284055 0.00013244 0.         ... 0.         0.         0.        ],Dogs
4900,[0. 0. 0. ... 0. 0. 0.],Cats
4901,[0.00293022 0.         0.         ... 0.00137618 0.         0.        ],Cats
4902,[0. 0. 0. ... 0. 0. 0.],Dogs
4903,[0. 0. 0. ... 0. 0. 0.],Cats
4904,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 5.03389751e-05]",Cats
4905,[0. 0. 0. ... 0. 0. 0.],Dogs
4906,[0. 0. 0. ... 0. 0. 0.],Dogs
4907,[0.         0.         0.         ... 0.         0.         0.01990087],Dogs
4908,[0.         0.         0.         ... 0.         0.00204619 0.        ],Cats
4909,[0. 0. 0. ... 0. 0. 0.],Dogs
4910,[0. 0. 0. ... 0. 0. 0.],Cats
4911,[0.         0.         0.         ... 0.         0.00056484 0.        ],Cats
4912,[0. 0. 0. ... 0. 0. 0.],Cats
4913,[0.         0.         0.         ... 0.         0.00687528 0.        ],Cats
4914,[0.         0.         0.         ... 0.00851386 0.         0.        ],Dogs
4915,[0.0025963 0.        0.        ... 0.        0.        0.       ],Dogs
4916,[0. 0. 0. ... 0. 0. 0.],Cats
4917,[0.         0.         0.         ... 0.         0.         0.00033903],Cats
4918,[0.         0.00558246 0.         ... 0.         0.         0.        ],Dogs
4919,[0. 0. 0. ... 0. 0. 0.],Dogs
4920,[0. 0. 0. ... 0. 0. 0.],Cats
4921,[0. 0. 0. ... 0. 0. 0.],Cats
4922,[0.         0.         0.         ... 0.00195545 0.         0.        ],Cats
4923,[0. 0. 0. ... 0. 0. 0.],Cats
4924,[0.         0.         0.         ... 0.         0.00309007 0.        ],Cats
4925,[0.         0.00013932 0.         ... 0.         0.         0.        ],Dogs
4926,[0. 0. 0. ... 0. 0. 0.],Dogs
4927,[0.         0.         0.         ... 0.00145681 0.         0.        ],Cats
4928,[0.         0.00048753 0.         ... 0.         0.         0.        ],Cats
4929,"[0.00000000e+00 8.14408291e-05 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Dogs
4930,[0. 0. 0. ... 0. 0. 0.],Dogs
4931,[0. 0. 0. ... 0. 0. 0.],Dogs
4932,[0.         0.         0.         ... 0.         0.00258383 0.        ],Cats
4933,[0. 0. 0. ... 0. 0. 0.],Cats
4934,[0.         0.         0.         ... 0.00852128 0.         0.        ],Cats
4935,[0.         0.         0.         ... 0.01324249 0.         0.        ],Cats
4936,[0. 0. 0. ... 0. 0. 0.],Cats
4937,[0. 0. 0. ... 0. 0. 0.],Dogs
4938,[0.00016083 0.         0.         ... 0.         0.         0.        ],Cats
4939,[0.         0.         0.         ... 0.00190068 0.         0.        ],Cats
4940,[0. 0. 0. ... 0. 0. 0.],Cats
4941,[0. 0. 0. ... 0. 0. 0.],Dogs
4942,[0. 0. 0. ... 0. 0. 0.],Cats
4943,[0.         0.         0.         ... 0.00552148 0.         0.        ],Cats
4944,[0.         0.00238307 0.         ... 0.         0.         0.        ],Cats
4945,[0. 0. 0. ... 0. 0. 0.],Cats
4946,[0.         0.         0.00074016 ... 0.         0.         0.        ],Cats
4947,[0.         0.         0.         ... 0.01675236 0.         0.        ],Cats
4948,[0. 0. 0. ... 0. 0. 0.],Dogs
4949,[0.        0.        0.        ... 0.        0.        0.0016377],Cats
4950,[0. 0. 0. ... 0. 0. 0.],Dogs
4951,[0. 0. 0. ... 0. 0. 0.],Dogs
4952,[0. 0. 0. ... 0. 0. 0.],Dogs
4953,[0. 0. 0. ... 0. 0. 0.],Dogs
4954,[0. 0. 0. ... 0. 0. 0.],Cats
4955,[0. 0. 0. ... 0. 0. 0.],Cats
4956,[0. 0. 0. ... 0. 0. 0.],Dogs
4957,[0. 0. 0. ... 0. 0. 0.],Dogs
4958,[0.        0.        0.        ... 0.0144026 0.        0.       ],Dogs
4959,[0. 0. 0. ... 0. 0. 0.],Cats
4960,[0. 0. 0. ... 0. 0. 0.],Cats
4961,[0.        0.        0.        ... 0.        0.        0.0009005],Dogs
4962,[0. 0. 0. ... 0. 0. 0.],Dogs
4963,[0. 0. 0. ... 0. 0. 0.],Dogs
4964,[0.        0.        0.        ... 0.        0.        0.0021202],Dogs
4965,[0.         0.         0.         ... 0.00847192 0.         0.00143073],Cats
4966,[0.         0.         0.         ... 0.01325725 0.         0.00795201],Cats
4967,[0. 0. 0. ... 0. 0. 0.],Dogs
4968,[0. 0. 0. ... 0. 0. 0.],Cats
4969,[0. 0. 0. ... 0. 0. 0.],Dogs
4970,[0. 0. 0. ... 0. 0. 0.],Cats
4971,[0.         0.         0.         ... 0.00398925 0.         0.        ],Cats
4972,[0. 0. 0. ... 0. 0. 0.],Dogs
4973,[0.         0.00726903 0.         ... 0.         0.         0.        ],Cats
4974,[0. 0. 0. ... 0. 0. 0.],Dogs
4975,[0. 0. 0. ... 0. 0. 0.],Cats
4976,[0. 0. 0. ... 0. 0. 0.],Cats
4977,[0.         0.00708154 0.         ... 0.         0.         0.        ],Dogs
4978,[0.0044096 0.        0.        ... 0.        0.        0.       ],Dogs
4979,[0.         0.         0.         ... 0.         0.00423531 0.        ],Cats
4980,[0. 0. 0. ... 0. 0. 0.],Dogs
4981,[0.         0.         0.         ... 0.00793619 0.         0.        ],Dogs
4982,[0.         0.         0.         ... 0.01863197 0.         0.        ],Cats
4983,[0. 0. 0. ... 0. 0. 0.],Dogs
4984,[0. 0. 0. ... 0. 0. 0.],Cats
4985,[0.         0.         0.         ... 0.00466338 0.         0.        ],Dogs
4986,[0. 0. 0. ... 0. 0. 0.],Dogs
4987,[0. 0. 0. ... 0. 0. 0.],Dogs
4988,[0.         0.         0.         ... 0.00707975 0.         0.        ],Cats
